Australian Bureau of Statistics

"2016 Census - Selected Dwelling Characteristics"
"SA1 by HCFMD Family Household Composition (Dwelling)"
"Counting: Dwellings Location on Census Night"

Filters:
"Default Summation","Dwellings Location on Census Night"

"HCFMD Family Household Composition (Dwelling)","One family household: Couple family with no children","One family household: Couple family with children","One family household: One parent family","One family household: Other family","Two family household: Couple family with no children","Two family household: Couple family with children","Two family household: One parent family","Two family household: Other family","Three or more family household: Couple family with no children","Three or more family household: Couple family with children","Three or more family household: One parent family","Three or more family household: Other family","Lone person household","Group household","Visitors only household","Other non-classifiable household","Not applicable","Total",
"8102001",21,42,7,0,0,0,0,0,0,0,0,0,14,6,0,0,3,100,
"8102005",47,29,30,10,0,0,0,0,0,0,0,0,97,19,8,11,26,271,
"8102002",28,37,14,3,0,0,0,0,0,0,0,0,63,5,0,4,13,176,
"8102004",21,39,10,4,0,0,0,0,0,0,0,0,23,4,0,4,5,104,
"8111401",11,13,4,0,0,0,0,0,0,0,0,0,13,0,5,0,3,50,
"8110607",47,59,13,0,0,0,0,0,0,0,0,0,46,3,0,3,12,188,
"8110602",57,73,19,0,0,0,0,0,0,0,0,0,50,10,0,0,18,228,
"8110601",60,62,16,3,0,0,0,0,0,0,0,0,33,3,0,3,25,213,
"8110603",29,69,12,0,0,0,0,0,0,0,0,0,50,7,0,3,19,192,
"8110604",24,24,16,0,0,0,0,0,0,0,0,0,71,8,3,3,18,157,
"8110605",59,39,17,4,0,0,0,0,0,0,0,0,128,17,0,26,30,319,
"8110606",88,44,12,5,0,3,0,0,0,0,0,0,34,0,0,0,18,196,
"8102205",56,74,20,0,0,0,0,0,0,0,0,0,33,4,5,0,11,209,
"8102207",42,66,20,0,3,3,0,0,0,0,0,0,22,7,0,4,13,177,
"8102208",30,33,4,0,4,0,0,0,0,0,0,0,16,0,3,0,14,103,
"8102201",19,28,5,3,0,0,0,0,0,0,0,0,8,0,0,3,5,73,
"8102204",57,48,21,5,0,0,0,0,0,0,0,0,56,8,3,8,21,226,
"8102202",41,37,6,0,0,0,0,0,0,0,0,0,9,0,0,0,11,106,
"8102206",26,55,9,0,0,0,0,0,0,0,0,0,11,0,0,5,6,114,
"8102203",49,35,23,5,0,0,0,0,0,0,0,0,97,11,0,0,22,243,
"8104503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8104504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8108405",43,44,16,0,4,0,0,0,0,0,0,0,19,3,0,5,6,151,
"8108404",31,44,17,0,0,0,0,0,0,0,0,0,53,5,0,3,9,165,
"8108410",14,38,7,0,3,3,0,0,0,0,0,0,5,0,0,0,3,81,
"8108414",24,18,19,0,0,0,0,0,0,0,0,0,53,5,0,6,15,139,
"8108406",37,25,14,0,0,3,0,0,0,0,0,0,8,0,0,0,6,96,
"8108415",25,50,25,0,0,0,0,0,0,0,0,0,20,0,0,4,3,137,
"8108417",31,39,9,0,0,0,0,0,0,0,0,0,58,7,3,13,5,162,
"8108413",29,33,8,3,0,0,0,0,0,0,0,0,9,0,0,0,4,89,
"8108408",32,51,12,0,0,3,0,0,0,0,0,0,29,6,3,0,9,146,
"8108418",17,36,11,0,0,0,0,0,0,0,0,0,13,0,0,0,6,87,
"8108401",18,26,14,0,0,3,0,0,0,0,0,0,12,4,0,3,0,72,
"8108412",41,40,21,0,0,0,0,0,0,0,0,0,53,0,0,4,15,188,
"8108407",35,33,0,0,0,0,0,0,0,0,0,0,12,9,0,3,10,106,
"8108411",29,54,21,4,0,0,0,0,0,0,0,0,18,0,0,0,6,140,
"8108403",33,37,14,0,0,0,0,0,4,0,0,0,22,3,0,0,6,118,
"8108402",23,31,6,0,0,0,0,0,0,0,0,0,7,0,0,7,12,89,
"8108420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8106708",37,68,15,0,0,0,0,0,0,0,0,0,20,0,0,0,7,154,
"8106709",21,30,17,4,0,0,0,0,0,0,0,0,34,4,0,12,8,120,
"8106712",25,61,16,0,0,0,0,0,0,0,0,0,25,4,0,3,12,139,
"8106710",25,48,13,0,0,0,0,0,0,0,0,0,26,4,5,3,11,125,
"8106701",28,42,20,0,0,0,0,0,0,0,0,0,31,7,0,12,12,155,
"8106714",29,39,9,0,0,0,0,0,0,0,0,0,29,0,0,8,10,124,
"8106716",18,31,12,0,0,0,0,0,0,0,0,0,21,6,4,0,11,100,
"8106707",27,18,14,3,0,0,0,0,0,0,0,0,39,11,0,9,25,147,
"8106719",54,27,21,0,0,0,0,0,0,0,0,0,93,15,3,5,46,265,
"8106713",39,46,6,0,0,0,0,0,0,0,0,0,25,0,0,10,16,147,
"8106718",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,
"8106715",38,37,14,3,0,0,0,0,0,0,0,0,68,7,0,20,33,224,
"8106703",17,37,21,0,0,0,0,0,0,0,0,0,33,4,0,4,11,119,
"8106704",31,31,13,4,0,0,0,0,0,0,0,0,46,3,3,12,20,166,
"8106706",27,50,18,0,0,4,0,0,0,0,0,0,55,0,3,10,15,186,
"8106705",20,39,21,4,0,0,0,0,0,0,0,0,38,6,3,12,12,150,
"8106702",15,30,10,0,0,0,0,0,0,0,0,0,51,5,0,18,28,153,
"8106717",43,31,14,3,0,0,0,0,0,0,0,0,50,8,3,20,23,194,
"8104628",28,56,17,0,0,0,0,0,0,0,0,0,28,4,0,5,7,140,
"8104636",25,39,19,0,0,0,0,0,0,0,0,0,26,3,0,6,3,118,
"8104637",22,50,7,0,0,0,0,0,0,0,0,0,17,4,0,6,6,113,
"8104617",48,71,14,0,0,3,0,0,0,0,0,0,30,4,0,11,3,189,
"8104605",23,32,17,0,0,0,0,0,0,0,0,0,34,7,0,0,11,124,
"8104618",29,53,18,0,0,0,0,0,0,0,0,0,28,6,0,8,8,149,
"8104622",19,50,22,0,0,0,0,0,0,0,0,0,26,4,0,7,3,131,
"8104613",25,61,15,0,0,0,0,0,0,0,0,0,14,4,0,0,6,130,
"8104630",17,44,17,0,0,0,0,0,0,0,0,0,15,4,0,10,11,118,
"8104616",18,20,18,0,0,0,0,0,0,0,0,0,22,0,0,10,5,95,
"8104602",46,35,27,4,0,0,0,0,0,0,0,0,62,14,0,14,12,216,
"8104625",35,62,15,0,0,0,0,0,0,0,0,0,29,8,0,3,11,163,
"8104604",21,43,6,0,0,0,0,0,0,0,0,0,13,4,0,0,9,102,
"8104606",26,46,12,0,0,0,0,0,0,0,0,0,37,4,0,10,3,143,
"8104626",29,44,18,0,0,0,0,0,0,0,0,0,20,5,3,11,6,135,
"8104635",20,37,9,0,0,0,0,0,0,0,0,0,36,0,0,3,3,118,
"8104609",17,32,14,3,0,0,0,0,0,0,0,0,24,6,0,5,3,116,
"8104634",29,46,13,0,0,0,0,0,0,0,0,0,26,8,3,5,3,133,
"8104601",25,35,6,4,0,0,0,0,0,0,0,0,10,0,0,0,7,90,
"8104619",15,47,21,0,0,0,0,0,0,0,0,0,39,5,0,3,5,135,
"8104620",29,37,15,0,0,0,0,0,0,0,0,0,38,8,0,0,17,141,
"8104627",31,48,16,0,0,0,0,0,0,0,0,0,45,4,0,5,7,158,
"8104623",48,67,24,3,0,0,0,0,0,0,0,0,39,5,0,3,17,206,
"8104621",23,58,20,5,0,0,0,0,0,0,0,0,28,4,0,4,12,145,
"8104614",20,51,10,0,0,0,0,0,0,0,0,0,8,0,0,0,8,97,
"8104603",21,45,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,71,
"8104607",18,27,9,0,0,0,0,0,0,0,0,0,31,3,0,5,13,108,
"8104629",14,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,9,25,
"8104624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8104719",31,68,10,0,0,0,0,0,0,0,0,0,25,0,0,0,13,150,
"8104715",34,40,3,0,0,0,0,0,0,0,0,0,9,0,4,0,4,103,
"8104716",37,71,9,0,0,0,0,0,0,0,0,0,7,0,0,3,9,139,
"8104711",37,68,26,0,0,4,0,0,0,0,0,0,32,0,0,13,13,188,
"8104706",31,49,14,0,0,0,0,0,0,0,0,0,21,0,0,0,3,128,
"8104710",30,77,7,0,0,6,0,0,0,0,0,0,16,0,0,6,3,143,
"8104703",36,88,3,0,3,0,5,0,0,0,0,0,9,0,0,3,5,141,
"8104707",28,23,4,0,0,0,0,0,0,0,0,0,8,0,0,3,5,81,
"8104717",39,82,6,0,0,4,0,0,0,0,0,0,9,0,0,5,13,167,
"8104702",57,37,7,0,0,0,0,0,0,0,0,0,34,5,0,3,15,166,
"8104718",37,83,0,0,0,4,0,0,0,0,0,0,3,6,0,7,13,152,
"8104708",36,42,12,0,0,0,0,0,0,0,0,0,27,3,0,4,6,136,
"8104709",33,40,9,0,0,0,0,0,0,0,0,0,15,3,0,4,0,106,
"8104713",38,63,19,4,0,0,0,0,0,0,0,0,21,4,0,7,9,163,
"8104712",21,36,14,4,0,0,0,0,0,0,0,0,34,9,0,10,7,118,
"8104701",23,38,5,0,0,3,0,0,0,0,0,0,4,0,0,0,3,94,
"8104704",17,41,5,0,0,0,0,0,0,0,0,0,8,0,0,4,5,76,
"8104705",26,73,6,0,0,0,0,0,0,0,0,0,9,0,0,4,4,135,
"8111301",26,16,3,0,0,0,0,0,0,0,0,0,66,6,0,20,42,182,
"8105807",50,73,13,0,0,0,0,0,0,0,0,0,29,16,0,5,21,220,
"8105812",22,48,6,6,0,0,0,0,0,0,0,0,15,30,0,0,5,141,
"8105811",49,45,7,3,0,0,0,0,0,0,0,0,82,22,3,24,21,249,
"8105808",46,64,14,5,0,0,0,0,0,0,0,0,38,23,3,3,20,213,
"8105809",27,43,9,0,0,0,0,0,0,0,0,0,18,11,4,4,13,132,
"8105802",41,47,12,0,0,0,0,0,0,0,0,0,45,26,0,6,15,201,
"8105814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"8105806",27,31,10,5,0,0,0,0,0,0,0,0,52,11,0,9,7,153,
"8105804",23,34,14,0,0,0,0,0,0,0,0,0,29,18,0,4,5,131,
"8105803",46,27,18,6,0,0,0,0,0,0,0,0,48,23,0,8,26,201,
"8105813",67,36,10,4,0,0,0,0,0,0,0,0,117,44,8,18,42,342,
"8105801",28,80,20,0,0,3,0,0,0,0,0,0,31,7,3,9,15,205,
"8105805",16,31,10,3,0,0,0,0,0,0,0,0,27,12,4,0,0,101,
"8105810",21,27,7,3,0,0,0,0,0,0,0,0,32,22,0,8,14,132,
"8110702",56,87,13,0,0,4,0,0,0,0,0,0,16,0,0,11,17,212,
"8110701",50,40,7,0,0,0,0,0,0,0,0,0,21,0,4,11,6,138,
"8108603",42,51,18,3,0,3,0,0,0,0,0,0,29,3,0,0,9,166,
"8108601",25,39,19,0,0,0,0,0,0,0,0,0,12,0,0,5,11,115,
"8108602",22,35,13,0,0,0,0,0,0,0,0,0,9,0,0,8,3,91,
"8108605",43,45,26,0,0,4,0,0,0,0,0,0,47,4,0,3,14,190,
"8108604",21,36,6,0,0,0,0,0,0,0,0,0,13,0,0,0,3,91,
"8102301",51,54,21,3,0,0,3,0,0,0,0,0,39,12,3,6,5,197,
"8102303",45,48,18,4,0,3,0,0,0,0,0,0,49,23,0,3,9,200,
"8102307",59,11,5,4,0,0,0,0,0,0,0,0,148,5,0,19,24,266,
"8102305",24,38,21,5,0,0,0,0,0,0,0,0,29,10,0,4,6,133,
"8102306",36,43,14,0,0,4,0,0,0,0,0,0,22,9,3,5,14,140,
"8102304",48,52,21,3,0,0,0,0,0,0,0,0,81,10,5,7,24,250,
"8102302",33,23,11,0,0,0,0,0,0,0,0,0,20,13,0,0,4,105,
"8104813",25,45,12,0,0,0,0,0,0,0,0,0,18,4,0,0,3,108,
"8104801",22,52,11,0,0,0,4,0,0,0,0,0,11,3,0,0,9,115,
"8104808",30,57,15,0,0,0,0,0,0,0,0,0,31,5,0,0,9,147,
"8104803",29,40,13,0,0,0,0,0,0,0,0,0,28,4,0,0,5,124,
"8104809",52,60,15,3,0,3,0,0,0,0,0,0,19,5,0,4,5,162,
"8104802",42,70,24,4,0,0,0,0,0,0,0,0,34,4,0,6,14,200,
"8104814",49,69,23,0,0,7,0,0,0,0,0,0,44,3,0,6,16,218,
"8104811",31,52,10,0,0,3,5,0,0,0,0,0,11,0,0,0,7,120,
"8104810",33,37,6,4,0,0,0,0,0,0,0,0,23,0,0,4,3,122,
"8104805",40,66,33,4,0,0,0,0,0,0,0,0,38,5,0,11,17,207,
"8104804",19,48,14,0,0,0,0,0,0,0,0,0,45,8,4,8,16,166,
"8104807",28,53,6,0,0,0,0,0,0,0,0,0,12,4,0,9,9,110,
"8104806",21,39,7,0,0,0,3,0,0,0,0,0,30,6,4,9,9,128,
"8104812",57,58,14,0,0,0,0,0,0,0,0,0,74,12,0,15,21,248,
"8112601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8106801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,
"8110806",31,55,3,0,0,4,0,0,0,0,0,0,15,0,0,6,3,131,
"8110802",22,27,11,0,0,0,0,0,0,0,0,0,42,0,0,3,12,110,
"8110807",54,57,18,3,0,3,0,0,0,0,0,0,77,8,0,3,21,244,
"8110804",48,50,17,0,0,0,0,0,0,0,0,0,83,10,5,10,14,234,
"8110801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8110805",37,53,19,0,0,0,0,0,0,0,0,0,33,3,0,5,15,167,
"8110803",62,68,12,0,0,0,0,0,0,0,0,0,48,7,6,11,15,232,
"8110904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8110908",32,34,9,0,0,0,0,0,0,0,0,0,111,9,5,31,17,247,
"8110907",18,39,9,0,0,0,0,0,0,0,0,0,60,15,0,8,16,173,
"8110906",51,43,15,0,0,0,0,0,0,0,0,0,80,11,3,10,19,236,
"8110910",59,34,13,0,0,0,0,0,0,0,0,0,66,14,0,8,20,218,
"8110911",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8110903",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8110905",8,20,6,5,0,0,0,0,0,0,0,0,64,7,0,20,20,152,
"8110914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,
"8110901",40,18,4,0,0,0,0,0,0,0,0,0,53,7,13,15,14,165,
"8110913",21,17,9,0,0,0,0,0,0,0,0,0,68,8,0,7,13,147,
"8106909",33,53,8,0,0,0,0,0,0,0,0,0,18,5,4,5,11,125,
"8106903",32,64,10,0,0,0,0,0,0,0,0,0,19,0,4,0,15,140,
"8106902",29,22,5,0,0,0,0,0,0,0,0,0,6,0,0,0,13,76,
"8106904",15,28,25,0,0,0,0,0,0,0,0,0,52,3,8,38,42,211,
"8106906",35,59,24,0,0,0,0,0,0,0,0,0,49,12,0,11,13,213,
"8106905",52,69,19,8,0,0,0,0,0,0,0,0,70,4,8,17,29,268,
"8106907",35,49,8,0,0,3,0,0,0,0,0,0,15,0,0,3,15,131,
"8106901",25,46,14,0,0,0,0,0,0,0,0,0,12,3,0,0,16,110,
"8106908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8112704",25,35,4,0,0,0,0,0,0,0,0,0,17,8,4,8,11,116,
"8112703",65,35,10,6,0,0,0,0,0,0,0,0,77,14,10,5,34,250,
"8112701",18,15,10,0,0,0,0,0,0,0,0,0,117,11,8,46,18,238,
"8112702",45,20,21,5,0,0,0,0,0,0,0,0,133,45,6,32,67,373,
"8108703",40,74,39,0,0,0,0,0,0,0,0,0,48,5,0,7,9,239,
"8108701",31,61,22,0,0,0,0,0,0,0,0,0,24,8,0,4,19,163,
"8108707",28,31,12,0,0,0,0,0,0,0,0,0,11,0,0,3,11,103,
"8108704",17,24,21,0,0,0,0,0,0,0,0,0,37,3,0,9,12,123,
"8108706",64,80,24,0,6,0,0,0,0,0,0,0,31,5,0,9,7,227,
"8108705",30,64,40,3,0,0,0,0,0,0,0,0,32,7,0,3,12,180,
"8108702",31,48,23,3,0,0,0,0,0,0,0,0,20,0,0,4,5,141,
"8109501",34,24,14,0,0,0,0,0,0,0,0,0,24,0,0,4,5,110,
"8109508",50,61,17,0,0,0,0,0,0,0,0,0,41,16,0,4,15,200,
"8109502",28,52,10,0,0,0,0,0,0,0,0,0,19,0,6,3,9,130,
"8109504",42,36,15,0,0,0,0,0,0,0,0,0,68,0,0,7,8,179,
"8109505",44,51,24,5,0,0,0,0,0,0,0,0,25,9,5,10,13,181,
"8109507",38,42,13,0,0,0,0,0,0,0,0,0,49,4,5,5,9,170,
"8109506",24,38,18,0,0,0,0,0,0,0,0,0,25,0,0,8,11,128,
"8109509",42,29,24,3,0,0,0,0,0,0,0,0,28,4,0,10,11,144,
"8109503",14,29,19,0,0,0,0,0,0,0,0,0,34,0,0,4,12,118,
"8112801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8102406",46,39,21,0,0,0,0,0,0,0,0,0,31,6,0,8,16,170,
"8102405",19,31,7,0,0,4,3,0,0,0,0,0,22,3,0,0,7,104,
"8102407",27,24,10,0,0,0,0,0,0,0,0,0,46,9,0,13,12,141,
"8102408",35,61,22,3,0,0,0,0,0,0,0,0,59,11,0,9,13,214,
"8102402",41,60,33,5,0,0,0,0,0,0,0,0,65,8,4,7,18,245,
"8102401",13,26,15,0,0,0,0,0,0,0,0,0,45,7,3,7,14,119,
"8102404",30,29,7,0,0,0,0,0,0,0,0,0,24,8,0,5,6,111,
"8102403",40,38,11,3,0,0,0,0,0,0,0,0,27,12,0,0,7,149,
"8102504",53,66,20,7,0,0,0,0,0,0,0,0,37,11,0,5,11,210,
"8102501",30,32,21,0,3,0,0,0,0,0,0,0,29,5,7,12,15,143,
"8102506",51,67,13,4,0,0,0,0,0,0,0,0,26,8,0,5,11,192,
"8102502",49,49,13,0,4,0,0,0,0,0,0,0,23,5,0,3,4,153,
"8102503",50,60,32,0,0,0,0,0,0,0,0,0,32,4,0,6,18,194,
"8102505",23,40,8,0,0,0,0,0,0,0,0,0,16,3,0,0,5,104,
"8109603",53,61,30,4,0,0,0,0,0,0,0,0,37,8,3,6,16,222,
"8109604",46,45,13,0,0,0,0,0,0,0,0,0,37,0,0,3,18,159,
"8109605",31,48,6,0,0,0,0,0,0,0,0,0,19,0,0,4,10,128,
"8109601",49,40,18,0,5,0,0,0,0,0,0,0,32,3,5,14,4,164,
"8109602",44,39,11,6,0,0,0,0,0,0,0,0,39,0,0,3,7,149,
"8111302",26,5,14,0,0,0,0,0,0,0,0,0,77,3,0,42,0,168,
"8111307",15,8,7,0,0,0,0,0,0,0,0,0,97,9,20,20,0,175,
"8111305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,
"8111309",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
"8108804",38,59,11,0,0,3,0,0,0,0,0,0,19,5,0,4,11,160,
"8108808",29,47,13,0,0,0,0,0,0,0,0,0,15,0,0,6,9,114,
"8108807",22,75,26,0,0,0,0,0,0,0,0,0,32,4,5,5,14,171,
"8108806",20,49,16,4,0,0,0,0,0,0,0,0,20,0,0,4,5,111,
"8108801",35,77,18,0,0,0,0,0,0,0,0,0,15,4,0,8,3,162,
"8108810",15,18,30,0,0,0,0,0,0,0,0,0,44,0,0,0,5,107,
"8108803",25,67,6,0,0,0,0,0,0,0,0,0,15,0,0,3,6,124,
"8108802",16,43,12,0,0,0,0,0,0,0,0,0,11,0,0,3,8,102,
"8108809",34,86,31,0,0,0,0,0,0,0,0,0,27,4,0,5,8,196,
"8108805",20,40,26,0,0,0,0,0,0,0,0,0,48,5,0,4,6,157,
"8111002",42,53,22,0,0,0,3,0,0,0,0,0,58,9,5,7,16,211,
"8111003",25,35,7,0,0,0,0,0,0,0,0,0,20,3,0,0,11,95,
"8111005",23,46,10,0,0,0,0,0,0,0,0,0,20,0,0,0,7,113,
"8111006",28,48,3,0,0,0,0,0,0,0,0,0,16,0,0,0,0,105,
"8111001",43,64,14,0,0,0,0,0,0,0,0,0,38,0,6,3,22,199,
"8111004",36,58,16,5,0,0,0,0,0,0,0,0,28,3,5,4,16,168,
"8108501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8106006",36,47,11,0,0,0,0,0,0,0,0,0,29,29,0,5,14,176,
"8106013",19,3,4,0,0,0,0,0,0,0,0,0,18,13,0,9,9,76,
"8106012",64,17,6,9,0,0,0,0,0,0,0,0,86,39,18,28,27,285,
"8106003",83,26,13,3,0,0,0,0,0,0,0,0,130,44,10,14,51,373,
"8106007",38,36,3,0,0,0,0,0,0,0,0,0,26,15,3,4,9,134,
"8106002",98,42,17,5,0,0,0,0,0,0,0,0,145,53,11,45,39,446,
"8106011",35,14,3,0,0,0,0,0,0,0,0,0,37,19,4,8,6,136,
"8106009",18,15,0,4,0,0,0,0,0,0,0,0,47,16,5,20,14,144,
"8109005",35,47,20,0,0,4,0,0,0,0,0,0,32,0,0,3,14,155,
"8109019",41,72,22,0,0,0,0,0,0,0,0,0,34,6,0,3,9,187,
"8109011",51,62,23,3,8,0,0,0,0,0,0,0,28,7,0,3,21,194,
"8109014",52,62,18,0,0,3,0,0,0,0,0,0,26,4,0,8,18,191,
"8109018",52,40,9,0,4,0,0,0,0,0,0,0,21,8,0,0,7,135,
"8109003",62,65,11,0,0,0,4,0,0,0,0,0,18,0,3,3,20,177,
"8109010",56,69,11,0,0,0,0,0,0,0,0,0,29,3,0,6,14,191,
"8109007",37,35,20,6,0,0,0,0,0,0,0,0,112,6,0,18,20,259,
"8109013",30,51,4,0,0,0,0,0,0,0,0,0,7,0,0,3,16,115,
"8109008",57,54,29,0,0,0,0,0,0,0,0,0,24,9,0,0,4,178,
"8109016",47,65,18,3,0,0,0,0,0,0,0,0,26,8,0,9,11,185,
"8109015",27,37,11,0,0,3,0,0,0,0,0,0,12,0,0,3,6,111,
"8109009",28,39,12,0,0,0,0,0,0,0,0,0,30,0,0,0,6,122,
"8109006",27,50,20,0,3,0,0,0,0,0,0,0,33,3,0,0,6,145,
"8109020",26,33,26,0,0,0,0,0,0,0,0,0,27,5,0,0,4,123,
"8109017",10,18,18,0,0,0,0,0,0,0,0,0,12,3,0,4,4,77,
"8109002",22,19,10,0,0,0,0,0,0,0,0,0,20,0,0,3,6,76,
"8109001",13,26,18,0,0,0,0,0,0,0,0,0,21,0,0,3,0,81,
"8109012",29,44,4,0,0,0,0,0,0,0,0,0,34,0,0,8,5,113,
"8109004",58,67,30,0,0,0,0,0,0,0,0,0,48,0,4,5,18,235,
"8109707",34,55,17,0,3,0,0,0,0,0,0,0,38,9,0,4,12,169,
"8109702",49,53,15,0,0,0,0,0,0,0,0,0,28,0,0,9,12,163,
"8109701",40,48,18,5,0,3,0,0,0,0,0,0,100,6,0,3,15,238,
"8109703",47,56,15,0,0,0,0,0,0,0,0,0,40,8,0,3,12,178,
"8109705",25,13,11,0,0,0,0,0,0,0,0,0,35,0,0,7,15,108,
"8109706",32,49,8,0,0,0,0,0,0,0,0,0,37,0,0,5,13,135,
"8109708",37,42,12,3,0,0,0,0,0,0,0,0,40,8,0,7,11,160,
"8106108",49,52,17,3,0,0,0,0,0,0,0,0,73,16,0,3,22,241,
"8106107",33,35,9,4,0,0,0,0,0,0,0,0,35,10,5,3,6,142,
"8106101",27,46,28,6,0,0,0,0,0,0,0,0,44,11,0,14,16,199,
"8106109",30,60,16,0,0,0,0,0,0,0,0,0,26,3,0,3,7,152,
"8106112",23,35,17,0,0,0,0,0,0,0,0,0,31,4,0,3,15,127,
"8106103",61,37,7,0,0,0,0,0,0,0,0,0,43,17,0,9,10,185,
"8106114",78,33,21,0,0,0,0,0,0,0,0,0,116,25,0,22,26,323,
"8106113",19,26,19,0,0,0,0,0,0,0,0,0,22,24,0,5,10,129,
"8106118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8106115",31,51,3,0,0,0,0,0,0,0,0,0,6,0,0,0,9,107,
"8106110",26,50,10,6,0,0,0,0,0,0,0,0,31,3,0,6,10,139,
"8106102",31,43,5,4,0,0,0,0,0,0,0,0,20,14,0,4,15,138,
"8106111",26,41,8,0,0,0,0,0,0,0,0,0,49,7,0,3,10,144,
"8106106",14,35,8,0,0,0,0,0,0,0,0,0,25,0,0,0,6,96,
"8106119",33,52,25,0,0,0,0,0,0,0,0,0,30,7,0,6,9,170,
"8106117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8102607",35,60,5,4,5,0,0,0,0,0,0,0,37,3,0,7,9,163,
"8102606",63,69,22,0,0,3,0,0,0,0,0,0,28,4,6,0,15,208,
"8102601",40,42,3,3,0,0,0,0,0,0,0,0,18,0,0,0,11,112,
"8102603",37,62,7,0,0,0,0,0,0,0,0,0,14,0,0,0,7,137,
"8102602",18,29,4,0,0,0,0,0,0,0,0,0,19,6,0,0,8,87,
"8102605",25,27,7,0,0,0,0,0,0,0,0,0,17,0,0,0,16,97,
"8102604",41,69,6,0,0,0,0,0,0,0,0,0,20,0,0,3,11,162,
"8109814",50,51,11,0,0,4,0,0,0,0,0,0,29,3,0,0,5,162,
"8109810",17,22,8,0,0,0,0,0,0,0,0,0,10,3,0,3,0,67,
"8109808",46,62,16,0,0,0,0,0,0,0,0,0,28,3,0,4,7,164,
"8109807",27,29,12,0,0,0,0,0,0,0,0,0,48,3,0,11,15,139,
"8109809",61,58,28,0,0,0,0,0,0,0,0,0,45,8,0,8,12,216,
"8109804",39,26,10,0,0,0,0,0,0,0,0,0,15,0,0,0,5,103,
"8109801",20,40,5,0,0,0,0,0,0,0,0,0,42,3,0,4,10,124,
"8109806",39,17,10,0,0,0,0,0,0,0,0,0,61,9,0,3,27,177,
"8109802",33,34,13,3,0,0,0,0,0,0,0,0,37,0,0,5,10,143,
"8113301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
"8107004",39,23,16,0,0,0,0,0,0,0,0,0,44,0,0,9,25,155,
"8107001",45,32,4,0,0,0,0,0,0,0,0,0,27,7,0,4,29,147,
"8107005",46,52,16,0,0,0,0,0,0,0,0,0,48,0,3,7,20,187,
"8107007",75,50,16,8,0,0,0,0,0,0,0,0,62,4,3,6,59,276,
"8107008",22,32,6,0,0,0,0,0,0,0,0,0,5,0,3,7,12,87,
"8107003",66,47,19,0,0,0,0,0,0,0,0,0,34,3,8,4,21,205,
"8107006",49,38,4,0,0,0,0,0,0,0,0,0,24,4,0,0,23,142,
"8107002",66,48,10,0,0,0,0,0,0,0,0,0,39,4,9,9,30,206,
"8106008",59,17,4,6,0,0,0,0,0,0,0,0,101,32,16,21,31,287,
"8105305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8108010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8103909",10,47,10,0,0,0,0,0,0,0,0,0,7,5,0,0,7,98,
"8103915",19,40,14,4,0,3,0,0,0,0,0,0,8,4,0,0,4,91,
"8104415",37,27,8,0,0,0,0,0,0,0,0,0,44,14,0,8,17,158,
"8104426",44,56,11,5,0,5,0,0,0,0,0,0,30,22,0,7,11,189,
"8104410",27,12,9,0,0,0,0,0,0,0,0,0,23,8,0,4,3,86,
"8104414",16,38,8,0,0,5,0,0,0,0,0,0,0,3,0,0,4,76,
"8104714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8101904",33,64,11,5,0,8,0,0,0,0,0,0,24,5,0,3,11,168,
"8101905",38,77,21,4,0,0,0,0,0,0,0,0,34,13,0,3,8,196,
"8101918",17,54,6,0,0,0,0,0,0,0,0,0,3,0,0,0,4,94,
