Australian Bureau of Statistics

"2016 Census - Cultural Diversity"
"SA1 (UR) by RELP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"RELP - 1 Digit Level","Buddhism","Christianity","Hinduism","Islam","Judaism","Other Religions","Secular Beliefs and Other Spiritual Beliefs and No Religious Affiliation","Inadequately described","Not stated","Total",
"8111801",20,197,91,47,0,36,240,0,25,663,
"8103102",0,0,0,0,0,0,0,0,420,420,
"8103714",25,208,30,18,0,5,135,0,29,445,
"8103611",14,127,3,0,0,0,52,0,24,217,
"8103612",10,81,3,17,0,3,76,5,18,208,
"8103709",0,0,0,0,0,0,0,0,0,0,
"8103613",16,177,35,18,0,6,134,0,25,411,
"8103614",0,154,9,0,0,12,106,0,16,296,
"8103615",21,167,15,3,0,0,182,0,31,419,
"8103710",14,118,69,10,0,16,194,5,13,430,
"8103711",25,239,63,25,0,7,198,3,43,602,
"8103617",8,138,16,15,0,4,167,6,26,385,
"8103712",11,40,12,12,0,0,37,0,8,124,
"8103713",9,131,21,18,0,8,73,0,29,300,
"8111308",0,0,0,0,0,0,0,0,0,0,
"8104424",29,136,56,43,0,17,109,0,31,426,
"8101916",8,106,21,8,0,0,130,5,26,303,
"8113110",20,315,5,11,0,8,348,0,157,870,
"8113111",0,9,0,0,0,0,16,0,3,23,
"8101917",13,108,11,28,0,39,92,0,23,320,
"8101919",25,170,43,24,0,6,103,7,20,394,
"8104416",11,123,34,51,0,16,172,0,30,436,
"8104417",9,130,33,31,0,6,92,3,16,327,
"8104418",10,75,54,47,0,9,76,4,12,282,
"8104419",15,78,58,25,0,5,113,3,27,328,
"8104420",8,133,40,31,0,4,142,3,27,395,
"8104421",18,112,28,22,0,10,107,0,24,321,
"8113502",13,230,17,5,7,3,194,5,46,525,
"8104631",16,111,11,21,0,15,89,0,23,282,
"8104632",25,227,59,31,3,23,161,0,36,565,
"8113908",16,152,28,31,0,9,120,0,24,379,
"8113909",9,87,7,3,0,12,117,3,35,282,
"8113910",6,171,14,24,0,7,176,4,59,471,
"8113503",18,214,60,53,0,16,161,3,56,576,
"8113504",13,180,32,12,0,0,144,0,37,418,
"8104633",23,125,36,24,0,0,100,3,19,333,
"8112003",0,0,4,0,0,0,0,0,4,13,
"8106010",9,75,8,17,0,6,175,9,57,344,
"8104021",0,18,3,0,0,0,14,0,15,50,
"8104022",14,64,37,26,0,12,77,0,39,260,
"8104023",0,0,0,0,0,0,0,0,0,0,
"8111507",0,0,0,0,0,0,0,0,0,3,
"8105307",44,141,19,30,0,6,535,0,64,845,
"8105308",38,80,6,17,0,4,330,0,29,513,
"8106116",43,173,18,18,4,4,286,14,45,601,
"8103618",0,0,0,0,0,0,0,0,0,0,
"8107317",5,196,0,23,0,7,102,0,21,352,
"8108419",0,138,0,0,0,0,34,0,191,365,
"8103926",12,51,10,9,0,0,63,4,15,170,
"8103920",9,65,23,31,0,5,74,0,24,231,
"8103921",8,56,20,14,0,3,61,4,14,175,
"8112409",0,0,0,0,0,0,0,0,0,0,
"8104422",0,0,0,0,0,0,0,0,0,0,
"8101803",0,22,20,11,0,0,42,0,6,97,
"8108113",0,109,0,0,0,0,29,0,47,188,
"8104301",0,151,0,0,0,0,115,0,13,276,
"8112301",0,0,0,0,0,0,0,0,0,0,
"8104904",0,0,0,0,0,0,0,0,0,0,
"8107101",0,0,0,0,0,0,0,0,0,0,
"8107515",0,0,0,0,0,0,0,0,0,0,
"8100621",0,0,0,0,0,0,0,0,0,0,
"8103201",0,16,0,0,0,0,17,0,7,39,
"8111506",0,4,0,0,0,0,4,0,0,13,
"8114001",0,25,3,0,0,0,20,0,8,59,
"8113202",0,6,0,0,0,0,0,0,0,4,
"8113201",0,0,0,0,0,0,3,0,0,4,
"8108901",0,10,0,0,0,0,8,0,5,22,
"8114101",0,27,0,0,0,0,7,0,7,41,
"8101202",0,0,0,0,0,0,0,0,0,4,
"8109210",0,0,0,0,0,0,0,0,0,0,
"8111101",0,5,0,0,0,0,0,0,4,14,
"8111201",0,3,0,0,0,0,4,0,3,16,
"8104302",0,0,0,0,0,0,0,0,0,0,
"8113801",0,0,0,0,0,0,0,0,4,5,
"8111601",0,0,0,0,0,0,0,0,0,0,
"8114002",0,38,0,0,0,0,13,0,13,68,
"8113901",0,0,0,0,0,0,0,0,0,0,
"8111504",0,16,0,0,0,0,3,0,3,20,
"8114003",0,123,0,0,0,4,190,0,36,353,
"8111505",0,8,0,0,0,0,8,0,0,22,
"8112201",0,0,0,0,0,0,0,0,0,0,
"8101203",0,0,0,0,0,0,4,0,0,4,
"8114004",0,24,5,0,0,0,39,0,8,84,
"8112101",0,0,0,0,0,0,0,0,0,0,
"8111701",0,0,0,0,0,0,0,0,0,0,
"8111802",0,9,0,0,0,0,0,0,0,9,
"8113401",0,5,0,0,0,0,0,0,6,10,
"8113505",0,0,0,0,0,0,0,0,0,0,
"8113701",0,0,0,0,0,0,0,0,0,0,
"8113601",0,0,0,0,0,0,0,0,0,0,
"8112004",0,6,0,0,0,3,0,0,0,11,
"8979991",0,0,0,0,0,0,0,0,0,0,
"8949999",12,174,3,22,0,8,192,8,119,541,
"Total",9919,180300,10212,9882,647,3705,146315,2416,34005,397393,

"Data Source: Census of Population and Housing, 2016, TableBuilder"

"INFO","Cells in this table have been randomly adjusted to avoid the release of confidential data. No reliance should be placed on small cells."


"Copyright Commonwealth of Australia, 2018, see abs.gov.au/copyright"
"ABS data licensed under Creative Commons, see abs.gov.au/ccby"
