Australian Bureau of Statistics

"2016 Census - Internal Migration"
"SA1 (UR) by STATE (5YR)"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"STATE (5YR)","New South Wales","Victoria","Queensland","South Australia","Western Australia","Tasmania","Northern Territory","Australian Capital Territory","Other Territories","Overseas","Not stated","Not applicable","Total",
"8109604",56,10,5,7,3,0,4,314,0,8,73,33,516,
"8109605",0,0,0,0,0,0,0,265,0,22,10,25,325,
"8109601",19,0,0,0,0,0,0,291,0,20,32,20,381,
"8109602",5,3,7,0,0,5,0,288,0,5,9,21,343,
"8111302",19,0,0,0,0,0,0,166,0,4,73,7,278,
"8111307",21,0,5,0,4,0,0,151,0,0,41,4,223,
"8111305",7,0,0,0,0,0,0,8,0,0,22,0,41,
"8111309",4,0,0,0,0,0,0,17,0,0,0,0,21,
"8108804",19,12,0,0,0,0,0,335,0,13,8,20,410,
"8108808",19,0,0,0,0,0,4,256,0,0,19,27,326,
"8108807",7,0,8,0,0,0,0,380,0,4,24,44,462,
"8108806",6,0,4,0,0,0,0,253,0,3,8,26,307,
"8108801",26,4,6,0,0,0,0,419,0,6,25,27,504,
"8108810",11,4,6,0,5,0,0,150,0,5,9,17,207,
"8108803",18,0,7,3,0,0,0,320,0,3,19,12,380,
"8108802",11,4,0,0,0,0,0,235,0,11,6,21,288,
"8108809",34,5,0,0,0,0,0,465,0,3,20,40,563,
"8108805",16,0,0,0,0,4,0,265,0,8,25,35,350,
"8111002",25,7,0,0,3,0,0,334,0,31,20,23,456,
"8111003",16,0,3,0,0,0,0,207,0,6,12,12,250,
"8111005",7,4,6,0,0,0,0,254,0,3,11,6,290,
"8111006",9,3,0,0,0,0,0,268,0,3,14,5,303,
"8111001",16,16,0,5,5,4,0,368,0,23,20,33,488,
"8111004",17,4,16,3,0,0,0,312,0,19,5,35,415,
"8108501",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8106006",40,13,9,0,8,0,5,296,0,44,14,13,442,
"8106013",11,5,8,0,0,0,0,62,0,36,14,3,143,
"8106012",55,19,23,4,7,4,0,213,0,45,59,15,445,
"8106003",77,30,22,6,10,4,0,280,0,73,37,19,564,
"8106007",31,11,5,5,0,0,0,211,0,41,21,14,336,
"8106002",65,31,29,6,5,6,7,370,0,113,98,33,754,
"8106011",38,11,0,4,3,0,0,141,0,35,18,8,256,
"8106009",0,0,0,0,0,0,0,67,0,126,37,9,248,
"8109005",15,0,3,5,4,0,0,295,0,0,9,31,371,
"8109019",25,10,7,3,7,0,0,368,0,21,23,45,502,
"8109011",27,0,0,0,3,0,0,386,0,6,13,33,472,
"8109014",14,4,3,0,0,0,0,381,0,30,26,34,491,
"8109018",4,4,3,0,0,0,0,295,0,3,11,19,347,
"8109003",22,3,4,3,0,0,0,390,0,16,14,13,468,
"8109010",18,4,5,0,0,0,0,431,0,13,35,23,526,
"8109007",21,3,9,0,0,0,0,295,0,37,45,29,437,
"8109013",11,0,0,0,0,0,0,261,0,6,17,13,307,
"8109008",17,0,10,0,0,0,0,379,0,3,13,35,467,
"8109016",22,18,5,4,0,0,3,368,0,18,23,43,491,
"8109015",20,6,4,0,0,0,0,237,0,11,12,23,309,
"8109009",13,0,0,0,0,0,0,248,0,3,18,25,316,
"8109006",14,0,0,0,0,8,0,278,0,14,19,25,350,
"8109020",17,7,4,0,4,0,0,232,0,8,9,20,301,
"8109017",6,5,4,0,0,0,0,129,0,6,20,10,179,
"8109002",3,0,5,0,0,0,0,140,0,5,6,4,160,
"8109001",6,0,4,6,3,0,0,163,0,0,9,24,212,
"8109012",7,0,6,0,0,0,0,211,0,11,11,14,265,
"8109004",33,0,9,0,0,0,0,446,0,8,21,25,546,
"8109707",10,0,9,0,0,0,0,319,0,25,14,35,409,
"8109702",11,0,0,0,0,3,6,326,0,5,12,32,401,
"8109701",18,8,4,7,0,0,0,364,0,22,29,31,485,
"8109703",19,10,3,0,4,0,4,327,0,11,11,19,416,
"8109705",21,4,6,6,0,0,0,124,0,14,21,16,214,
"8109706",13,0,3,0,3,0,0,243,0,10,16,30,320,
"8109708",8,0,9,0,5,0,0,297,0,0,35,20,383,
"8106108",42,5,6,6,0,0,0,314,0,66,21,30,500,
"8106107",20,6,3,6,0,0,0,238,0,26,13,17,330,
"8106101",24,5,3,0,0,6,0,297,0,25,29,41,436,
"8106109",22,5,5,0,8,6,0,307,0,15,17,33,406,
"8106112",17,5,0,0,0,0,0,205,0,32,34,24,314,
"8106103",42,11,15,3,0,0,0,217,0,65,29,34,418,
"8106114",85,23,29,6,0,0,0,267,0,76,43,42,568,
"8106113",40,15,5,4,3,0,0,145,0,28,25,28,300,
"8106118",0,0,0,0,0,0,0,3,0,0,0,0,4,
"8106115",29,0,13,4,0,0,0,191,0,24,13,24,296,
"8106110",20,8,12,0,0,3,0,243,0,16,26,21,358,
"8106102",17,8,7,4,0,0,0,244,0,26,10,19,343,
"8106111",27,6,0,0,0,0,0,242,0,5,14,28,321,
"8106106",0,0,9,0,0,0,0,167,0,26,11,30,243,
"8106119",32,9,9,0,0,3,8,277,0,29,28,40,434,
"8106117",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8102607",27,3,0,0,0,0,3,296,0,47,28,22,427,
"8102606",21,3,5,0,0,4,0,447,4,22,20,24,547,
"8102601",9,0,0,0,0,0,0,274,0,5,12,9,307,
"8102603",7,0,0,0,4,0,0,340,0,9,12,8,381,
"8102602",6,0,6,0,0,5,0,147,0,19,7,11,204,
"8102605",5,0,3,0,0,0,0,196,0,15,3,11,230,
"8102604",22,0,0,0,0,0,0,389,0,16,19,20,472,
"8109814",24,11,0,0,7,0,5,303,0,19,15,24,401,
"8109810",3,3,3,3,0,0,0,125,0,6,8,16,170,
"8109808",19,8,4,4,0,0,4,338,0,15,12,23,433,
"8109807",8,0,3,4,7,0,0,214,0,9,137,9,389,
"8109809",24,13,6,3,0,0,0,397,0,10,13,23,497,
"8109804",9,3,10,0,5,0,0,174,0,5,15,21,244,
"8109801",17,4,0,4,0,0,0,245,0,8,80,23,380,
"8109806",15,10,4,0,4,0,6,190,0,18,35,15,299,
"8109802",19,6,7,0,0,0,0,247,0,8,13,22,319,
"8113301",0,0,0,0,0,0,0,4,0,0,0,0,4,
"8107004",11,3,0,0,0,0,0,217,0,25,27,11,287,
"8107001",10,4,3,0,0,0,0,222,0,12,17,10,290,
"8107005",28,9,7,0,0,0,6,300,0,22,21,29,418,
"8107007",27,10,3,4,0,0,0,333,0,40,27,17,466,
"8107008",16,0,0,0,0,0,0,182,0,20,21,14,249,
"8107003",23,3,5,3,0,0,0,345,0,19,20,17,438,
"8107006",15,6,3,0,10,0,0,213,0,23,9,12,297,
"8107002",31,14,3,0,0,0,0,303,0,32,30,32,449,
"8106008",40,10,20,11,8,3,4,161,0,145,107,14,509,
"8105305",127,57,6,3,12,5,5,16,0,166,25,0,414,
"8108010",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8103909",6,5,5,0,3,0,0,210,0,33,22,30,316,
"8103915",29,3,6,0,0,0,0,187,0,45,7,46,315,
"8104415",36,5,3,7,6,0,0,159,0,69,21,14,317,
"8104426",68,10,11,10,8,0,4,222,0,109,31,45,521,
"8104410",17,5,6,4,0,0,0,66,0,65,6,12,185,
"8104414",22,7,9,3,0,0,3,143,0,46,3,25,252,
"8104714",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8101904",40,0,0,0,6,0,0,313,0,26,12,54,450,
"8101905",47,7,13,0,3,0,0,340,0,25,14,78,529,
"8101918",5,4,0,0,6,0,0,209,0,20,11,37,284,
"8101902",50,5,11,0,3,0,0,415,0,33,18,98,635,
"8101914",21,3,10,0,0,0,0,169,0,14,11,35,266,
"8107514",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8100622",7,0,0,5,0,0,0,245,0,9,14,30,309,
"8103506",27,11,7,3,7,0,3,259,0,24,11,49,399,
"8103501",21,0,4,0,0,0,0,221,0,18,17,35,311,
"8103505",42,7,3,0,3,0,0,187,0,20,18,43,327,
"8103520",52,10,0,0,0,0,9,173,0,17,21,41,311,
"8103522",34,4,12,5,0,0,0,217,0,24,16,42,362,
"8103815",19,0,8,5,0,0,0,288,0,29,5,34,401,
"8103809",23,3,0,0,0,0,0,232,0,15,22,29,323,
"8103807",29,6,0,3,0,0,0,196,0,27,5,38,296,
"8103804",28,5,13,8,0,0,3,309,0,26,15,38,437,
"8103806",23,7,0,4,0,0,0,209,0,15,6,23,285,
"8103813",30,7,13,0,0,0,0,198,0,24,34,47,348,
"8103808",26,6,3,0,4,0,0,263,0,39,10,51,408,
"8103814",27,3,6,0,12,0,0,188,3,30,34,31,342,
"8103810",13,8,18,0,0,0,5,233,0,23,5,34,353,
"8103811",33,9,9,4,0,0,0,142,0,13,7,37,267,
"8103604",46,26,7,0,3,0,0,269,0,19,40,53,468,
"8103610",38,4,9,0,0,0,0,179,0,22,16,30,301,
"8103608",48,5,16,0,3,0,5,353,0,53,28,70,581,
"8103601",51,7,13,0,0,0,7,331,0,29,28,53,518,
"8103616",33,9,3,5,0,0,10,370,0,22,18,59,532,
"8111501",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8111502",0,0,3,0,0,0,0,83,0,6,19,5,120,
"8103805",58,4,11,3,8,0,0,196,0,23,3,42,352,
"8113101",52,22,26,9,10,0,0,155,0,37,46,13,375,
"8104027",17,5,4,8,3,0,0,75,0,56,28,13,206,
"8112001",4,0,0,0,0,0,0,31,0,5,4,6,47,
"8105301",58,22,23,10,5,0,8,330,0,116,130,27,724,
"8107314",9,0,3,0,6,0,0,211,0,14,11,20,268,
"8105113",38,25,12,9,11,3,0,128,0,27,21,7,280,
"8103910",45,9,10,0,4,5,4,198,0,85,25,19,396,
"8100215",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8103911",30,12,6,3,0,0,0,78,0,44,15,15,189,
"8100206",277,51,47,21,25,5,3,410,0,518,155,62,1566,
"8103705",29,8,8,0,0,0,0,95,0,17,18,5,182,
"8113006",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8103913",21,0,7,0,0,0,0,71,0,26,13,12,157,
"8103507",54,4,9,0,0,5,0,202,0,40,24,69,399,
"8103508",33,3,15,0,3,0,0,205,0,20,23,40,346,
"8105306",30,10,11,3,0,0,0,109,0,45,60,6,282,
"8108409",0,4,0,0,0,0,0,219,0,10,8,12,252,
"8103812",75,10,17,7,8,0,5,237,0,59,16,62,496,
"8103605",29,8,9,4,0,0,0,129,0,11,9,28,235,
"8113902",23,0,3,5,0,0,0,263,0,22,6,43,369,
"8113903",42,12,14,0,0,0,0,126,0,24,22,13,252,
"8103606",41,9,17,8,0,0,0,149,0,22,16,48,328,
"8113904",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8109811",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8109402",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8101804",4,0,0,0,0,0,0,20,0,0,12,7,46,
"8111503",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8103607",43,4,7,0,3,0,0,164,0,17,20,38,300,
"8103609",85,16,5,0,0,4,0,307,0,58,39,66,569,
"8103509",34,5,5,7,6,0,6,249,0,47,19,61,438,
"8113905",47,8,5,5,4,0,6,229,0,34,34,31,401,
"8113501",29,6,12,3,0,0,0,157,0,24,24,41,287,
"8100320",67,20,33,14,13,0,18,109,0,59,8,37,389,
"8113906",38,9,7,0,0,0,0,272,0,20,24,43,406,
"8103916",49,13,15,0,6,4,0,133,0,95,18,31,358,
"8103917",37,5,6,0,0,0,0,56,0,44,0,15,172,
"8101915",25,4,3,3,0,0,0,219,0,17,13,49,336,
"8104612",23,3,0,0,0,0,0,146,0,7,14,29,219,
"8110912",102,31,20,7,7,6,0,249,0,118,51,27,609,
"8112002",5,0,0,0,0,0,0,10,0,5,4,10,29,
"8100619",25,0,13,0,0,0,0,107,0,16,8,21,197,
"8100620",8,0,3,0,0,0,0,331,0,7,15,56,421,
"8113907",28,0,6,0,0,0,0,116,0,12,18,16,195,
"8109812",0,0,5,7,0,0,0,4,0,74,12,17,122,
"8103918",28,6,7,0,0,0,0,63,0,45,12,9,169,
"8109813",25,0,3,4,6,0,0,223,0,14,10,33,323,
"8103510",59,0,16,4,5,0,0,306,0,28,34,73,530,
"8103511",36,4,3,0,3,0,0,195,0,25,16,43,329,
"8103512",54,10,5,7,12,0,4,307,0,37,35,76,557,
"8103513",61,6,3,8,0,0,0,173,0,31,9,43,339,
"8103514",29,0,8,5,4,0,0,172,0,31,18,42,304,
"8103521",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8103515",17,0,4,3,13,0,0,201,0,20,6,34,289,
"8103516",49,3,12,4,7,0,0,290,0,33,37,81,522,
"8103517",36,0,9,0,0,0,12,136,0,19,8,27,238,
"8103518",41,5,0,0,3,4,0,262,0,29,20,68,433,
"8103519",32,3,11,0,0,0,0,193,6,15,10,38,298,
"8111801",76,13,27,3,0,5,5,333,0,75,26,91,663,
"8103102",0,0,0,0,0,0,0,0,0,0,420,0,420,
"8103714",32,13,3,0,12,0,0,269,0,34,14,54,445,
"8103611",17,5,0,4,0,0,0,126,0,23,13,33,217,
"8103612",31,3,9,0,0,0,0,96,0,20,17,22,208,
"8103709",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8103613",39,9,7,0,9,0,0,240,0,26,23,55,411,
"8103614",25,10,7,3,3,0,0,181,0,6,8,54,296,
"8103615",52,0,17,0,8,0,4,250,0,27,24,52,419,
"8103710",39,14,11,9,12,0,0,242,0,55,7,55,430,
"8103711",58,6,9,4,0,0,0,370,0,46,34,75,602,
"8103617",39,0,15,0,0,0,3,246,0,12,12,56,385,
"8103712",8,4,0,0,0,0,0,84,0,12,5,13,124,
"8103713",18,7,5,5,0,0,0,196,0,17,18,38,300,
"8111308",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8104424",36,8,3,7,5,0,9,224,0,84,7,50,426,
"8101916",16,3,4,5,0,0,0,206,0,15,5,44,303,
"8113110",147,42,48,19,7,6,9,337,0,88,139,21,870,
"8113111",5,0,0,0,0,0,0,15,0,3,3,0,23,
"8101917",40,3,0,5,0,0,0,174,0,21,17,57,320,
"8101919",45,5,5,0,7,0,3,241,0,20,11,56,394,
"8104416",35,5,15,0,5,0,5,242,0,55,16,59,436,
"8104417",32,5,8,0,0,0,0,184,0,45,9,42,327,
"8104418",24,7,3,0,0,0,0,99,0,99,10,40,282,
"8104419",55,11,13,3,4,0,7,112,0,71,32,24,328,
"8104420",52,9,10,0,7,4,0,215,0,40,18,45,395,
"8104421",57,5,18,4,3,0,0,120,0,70,20,29,321,
"8113502",49,4,10,4,5,0,3,298,0,60,30,54,525,
"8104631",28,5,14,9,0,0,4,145,0,30,11,43,282,
"8104632",76,16,15,0,0,3,3,302,0,45,21,71,565,
"8113908",28,4,0,5,4,0,4,234,0,36,21,39,379,
"8113909",35,8,4,3,0,0,0,152,0,22,37,11,282,
"8113910",60,5,9,3,7,0,0,267,0,39,57,30,471,
"8113503",58,14,5,4,8,0,4,317,0,56,45,73,576,
"8113504",39,12,17,3,0,0,10,232,0,34,24,50,418,
"8104633",37,0,4,9,8,0,4,165,0,58,16,40,333,
"8112003",4,0,0,0,0,0,0,5,0,0,4,0,13,
"8106010",38,23,14,0,5,0,0,128,0,71,44,12,344,
"8104021",10,0,0,0,0,0,0,21,0,6,12,0,50,
"8104022",23,7,12,3,0,0,0,110,0,54,31,20,260,
"8104023",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8111507",0,0,0,0,0,0,0,0,0,0,0,0,3,
"8105307",170,60,37,11,21,14,0,50,0,452,27,0,845,
"8105308",89,27,17,10,5,4,5,33,0,324,11,0,513,
"8106116",87,25,19,8,11,5,3,280,0,77,47,45,601,
"8103618",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8107317",6,3,7,3,4,0,0,282,0,12,11,23,352,
"8108419",24,0,0,0,0,0,0,147,0,0,188,0,365,
"8103926",19,5,8,0,0,0,0,95,0,29,14,4,170,
"8103920",27,11,5,3,0,0,0,77,0,57,23,17,231,
"8103921",33,10,5,4,0,0,0,81,0,18,12,12,175,
"8112409",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8104422",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8101803",3,3,0,0,0,0,3,57,0,21,0,6,97,
"8108113",31,3,0,0,0,0,0,109,0,0,40,0,188,
"8104301",6,0,0,0,3,0,6,230,0,12,9,4,276,
"8112301",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8104904",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8107101",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8107515",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8100621",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8103201",0,0,5,0,0,0,0,20,0,0,3,7,39,
"8111506",0,0,0,0,0,0,0,9,0,0,0,0,13,
"8114001",3,3,0,0,0,0,0,38,0,8,6,5,59,
"8113202",0,0,0,0,0,0,0,3,0,0,0,3,4,
"8113201",0,0,0,0,0,0,0,3,0,0,0,0,4,
"8108901",0,0,0,0,0,0,0,20,0,0,5,0,22,
"8114101",4,0,5,0,3,0,0,25,0,0,3,0,41,
"8101202",0,0,0,0,0,0,0,3,0,0,0,0,4,
"8109210",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8111101",0,0,0,0,0,0,0,11,0,0,0,0,14,
"8111201",0,0,0,0,0,0,0,11,0,0,3,0,16,
"8104302",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8113801",0,0,0,0,0,0,0,5,0,0,0,0,5,
"8111601",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8114002",0,0,0,0,0,0,0,50,0,0,12,4,68,
"8113901",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8111504",0,0,0,0,0,0,0,15,0,0,3,0,20,
"8114003",3,3,5,0,0,0,0,275,3,0,23,39,353,
"8111505",3,0,0,0,0,0,0,15,0,0,0,5,22,
"8112201",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8101203",4,0,0,0,0,0,0,0,0,0,0,0,4,
"8114004",8,3,0,0,0,0,0,59,0,5,5,0,84,
"8112101",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8111701",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8111802",0,0,0,0,0,0,0,3,0,0,0,0,9,
"8113401",0,0,0,0,0,0,0,5,0,0,6,0,10,
"8113505",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8113701",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8113601",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8112004",0,0,0,0,0,0,0,13,0,0,0,0,11,
"8979991",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8949999",66,16,23,7,6,0,5,213,0,58,137,11,541,
"Total",27554,6705,7108,2239,2139,801,1274,268639,56,29320,24770,26796,397393,

"Data Source: Census of Population and Housing, 2016, TableBuilder"

"INFO","Cells in this table have been randomly adjusted to avoid the release of confidential data. No reliance should be placed on small cells."


"Copyright Commonwealth of Australia, 2018, see abs.gov.au/copyright"
"ABS data licensed under Creative Commons, see abs.gov.au/ccby"
